"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Andhra Pradesh","Chittor","Mulakalacheruvu","Tomato","Local","07/04/2021","500","800","700"
"Andhra Pradesh","Chittor","Vayalapadu","Tomato","Local","07/04/2021","560","920","760"
"Andhra Pradesh","Guntur","Tenali","Black Gram (Urd Beans)(Whole)","Black Gram (Whole)","07/04/2021","6000","7100","6500"
"Andhra Pradesh","Guntur","Tenali","Lemon","Lemon","07/04/2021","4000","7000","5500"
"Andhra Pradesh","Kurnool","Alur","Jowar(Sorghum)","Jowar ( White)","07/04/2021","2280","2380","2330"
"Andhra Pradesh","Kurnool","Atmakur","Paddy(Dhan)(Common)","Sona Mahsuri","07/04/2021","1800","1800","1800"
"Andhra Pradesh","Kurnool","Nandikotkur","Bengal Gram(Gram)(Whole)","Gulabi","07/04/2021","4620","4620","4620"
"Andhra Pradesh","Kurnool","Nandikotkur","Maize","Hybrid","07/04/2021","1850","1850","1850"
"Andhra Pradesh","Kurnool","Nandikotkur","Paddy(Dhan)(Common)","Sona","07/04/2021","1800","1800","1800"
"Andhra Pradesh","Visakhapatnam","Anakapally","Gur(Jaggery)","NO 1","07/04/2021","2960","3400","3180"
"Andhra Pradesh","Visakhapatnam","Anakapally","Gur(Jaggery)","NO 2","07/04/2021","2930","3200","3065"
"Andhra Pradesh","Visakhapatnam","Anakapally","Gur(Jaggery)","NO 3","07/04/2021","2650","2910","2780"
"Chattisgarh","Narayanpur","Narayanpur","Tamarind Seed","Tamarind Seed","07/04/2021","3200","3400","3300"
"Gujarat","Amreli","Damnagar","Bhindi(Ladies Finger)","Bhindi","07/04/2021","1400","1600","1500"
"Gujarat","Amreli","Damnagar","Brinjal","Other","07/04/2021","1500","1700","1600"
"Gujarat","Amreli","Damnagar","Cabbage","Cabbage","07/04/2021","500","700","600"
"Gujarat","Amreli","Damnagar","Cauliflower","Cauliflower","07/04/2021","1400","1600","1500"
"Gujarat","Amreli","Damnagar","Coriander(Leaves)","Coriander","07/04/2021","400","600","500"
"Gujarat","Amreli","Damnagar","Ginger(Green)","Green Ginger","07/04/2021","2900","3100","3000"
"Gujarat","Amreli","Damnagar","Green Chilli","Green Chilly","07/04/2021","2100","2300","2200"
"Gujarat","Amreli","Damnagar","Guar","Gwar","07/04/2021","4800","6800","5800"
"Gujarat","Amreli","Damnagar","Lemon","Lemon","07/04/2021","4900","5100","5000"
"Gujarat","Anand","Khambhat(Veg Yard Khambhat)","Onion","Other","07/04/2021","700","1500","1100"
"Gujarat","Anand","Khambhat(Veg Yard Khambhat)","Potato","Other","07/04/2021","1100","1200","1150"
"Gujarat","Anand","Khambhat(Veg Yard Khambhat)","Tomato","Other","07/04/2021","300","600","450"
"Gujarat","Bharuch","Jambusar","Arhar (Tur/Red Gram)(Whole)","Other","07/04/2021","5600","6000","5800"
"Gujarat","Bharuch","Jambusar","Bajra(Pearl Millet/Cumbu)","Other","07/04/2021","1550","1750","1650"
"Gujarat","Bharuch","Jambusar","Castor Seed","Other","07/04/2021","3800","4200","4000"
"Gujarat","Bharuch","Jambusar","Cotton","Other","07/04/2021","4800","5200","5000"
"Gujarat","Bharuch","Jambusar","Jowar(Sorghum)","Other","07/04/2021","1800","2200","2000"
"Gujarat","Bharuch","Jambusar","Maize","Other","07/04/2021","1650","1850","1750"
"Gujarat","Bharuch","Jambusar","Wheat","Other","07/04/2021","1800","2000","1900"
"Gujarat","Bharuch","Jambusar(Kaavi)","Arhar (Tur/Red Gram)(Whole)","Other","07/04/2021","5800","6200","6000"
"Gujarat","Bharuch","Jambusar(Kaavi)","Castor Seed","Other","07/04/2021","4000","4400","4200"
"Gujarat","Bharuch","Jambusar(Kaavi)","Cotton","Other","07/04/2021","5000","5300","5200"
"Gujarat","Bharuch","Jambusar(Kaavi)","Jowar(Sorghum)","Other","07/04/2021","2000","2400","2200"
"Gujarat","Bharuch","Jambusar(Kaavi)","Maize","Other","07/04/2021","1600","1800","1700"
"Gujarat","Dahod","Davgadbaria(Piplod)","Paddy(Dhan)(Common)","Common","07/04/2021","1070","1090","1080"
"Gujarat","Dahod","Devgadhbaria","Maize","Deshi White","07/04/2021","1560","1580","1570"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Bhindi(Ladies Finger)","Other","07/04/2021","3500","4000","3750"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Bitter gourd","Other","07/04/2021","500","500","500"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Bottle gourd","Other","07/04/2021","600","1000","800"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Brinjal","Brinjal","07/04/2021","600","600","600"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Green Chilli","Other","07/04/2021","1500","1500","1500"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Guar","Other","07/04/2021","4500","7000","5000"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Lemon","Other","07/04/2021","8000","8000","8000"
"Gujarat","Gandhinagar","Mansa(Manas Veg Yard)","Tomato","Other","07/04/2021","1000","1500","1250"
"Gujarat","Morbi","Vankaner(Sub yard)","Bhindi(Ladies Finger)","Other","07/04/2021","5000","6000","5500"
"Gujarat","Morbi","Vankaner(Sub yard)","Cabbage","Other","07/04/2021","400","500","450"
"Gujarat","Morbi","Vankaner(Sub yard)","Cauliflower","Other","07/04/2021","1000","1500","1250"
"Gujarat","Morbi","Vankaner(Sub yard)","Guar","Other","07/04/2021","6000","7000","6500"
"Gujarat","Morbi","Vankaner(Sub yard)","Lemon","Other","07/04/2021","6000","8000","7000"
"Gujarat","Morbi","Vankaner(Sub yard)","Tomato","Other","07/04/2021","1000","1500","1250"
"Gujarat","Narmada","Rajpipla","Banana","Other","07/04/2021","500","1350","800"
"Gujarat","Rajkot","Dhoraji","Corriander seed","Medium Green","07/04/2021","5625","6030","5905"
"Gujarat","Rajkot","Dhoraji","Cotton","H.B (Unginned)","07/04/2021","5630","6505","6255"
"Gujarat","Rajkot","Dhoraji","Wheat","Lokwan","07/04/2021","1405","1640","1550"
"Gujarat","Rajkot","Gondal(Veg.market Gondal)","Bhindi(Ladies Finger)","Bhindi","07/04/2021","3500","5000","4250"
"Gujarat","Rajkot","Gondal(Veg.market Gondal)","Brinjal","Brinjal","07/04/2021","500","1500","1000"
"Gujarat","Rajkot","Gondal(Veg.market Gondal)","Cabbage","Cabbage","07/04/2021","200","300","250"
"Gujarat","Rajkot","Gondal(Veg.market Gondal)","Carrot","Carrot","07/04/2021","500","800","650"
"Gujarat","Rajkot","Gondal(Veg.market Gondal)","Cauliflower","Cauliflower","07/04/2021","1000","1500","1250"
"Gujarat","Rajkot","Gondal(Veg.market Gondal)","Cucumbar(Kheera)","Cucumbar","07/04/2021","500","1500","1000"
"Gujarat","Rajkot","Gondal(Veg.market Gondal)","Green Chilli","Green Chilly","07/04/2021","1000","5000","3000"
"Gujarat","Rajkot","Gondal(Veg.market Gondal)","Guar","Gwar","07/04/2021","3000","5000","4000"
"Gujarat","Rajkot","Gondal(Veg.market Gondal)","Lemon","Other","07/04/2021","4000","10000","7000"
"Gujarat","Rajkot","Rajkot","Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)","07/04/2021","5400","6500","6335"
"Gujarat","Rajkot","Rajkot","Bajra(Pearl Millet/Cumbu)","Deshi","07/04/2021","1105","1535","1425"
"Gujarat","Rajkot","Rajkot","Bengal Gram(Gram)(Whole)","Desi (Whole)","07/04/2021","4450","4755","4625"
"Gujarat","Rajkot","Rajkot","Black Gram (Urd Beans)(Whole)","Desi","07/04/2021","6300","7525","6750"
"Gujarat","Rajkot","Rajkot","Castor Seed","Caster","07/04/2021","4300","4710","4600"
"Gujarat","Rajkot","Rajkot","Corriander seed","Coriander Seed","07/04/2021","5625","7350","6200"
"Gujarat","Rajkot","Rajkot","Cotton","Narma BT Cotton","07/04/2021","6175","6825","6405"
"Gujarat","Rajkot","Rajkot","Cummin Seed(Jeera)","Cummin Seed(Jeera)","07/04/2021","11750","13475","12025"
"Gujarat","Rajkot","Rajkot","Dry Chillies","Red","07/04/2021","8500","13500","11000"
"Gujarat","Rajkot","Rajkot","Garlic","Garlic","07/04/2021","3250","5500","4270"
"Gujarat","Rajkot","Rajkot","Green Gram (Moong)(Whole)","Green (Whole)","07/04/2021","5500","7500","7000"
"Gujarat","Rajkot","Rajkot","Groundnut","Bold","07/04/2021","5115","6600","5800"
"Gujarat","Rajkot","Rajkot","Groundnut","G20","07/04/2021","4700","6150","5630"
"Gujarat","Rajkot","Rajkot","Jowar(Sorghum)","Jowar ( White)","07/04/2021","2555","3105","2875"
"Gujarat","Rajkot","Rajkot","Jowar(Sorghum)","Jowar (Yellow)","07/04/2021","1305","1555","1375"
"Gujarat","Rajkot","Rajkot","Methi Seeds","Methiseeds","07/04/2021","5250","6250","5750"
"Gujarat","Rajkot","Rajkot","Mustard","Mustard","07/04/2021","4875","5250","5100"
"Gujarat","Rajkot","Rajkot","Sesamum(Sesame,Gingelly,Til)","Black","07/04/2021","9205","12500","10750"
"Gujarat","Rajkot","Rajkot","Sesamum(Sesame,Gingelly,Til)","White","07/04/2021","7250","8555","7875"
"Gujarat","Rajkot","Rajkot","Wheat","Lokwan","07/04/2021","1650","1790","1725"
"Gujarat","Rajkot","Rajkot","Wheat","Sharbati","07/04/2021","1630","2025","1825"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Bhindi(Ladies Finger)","Bhindi","07/04/2021","3250","4250","3625"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Bottle gourd","Bottle Gourd","07/04/2021","250","500","375"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Brinjal","Brinjal","07/04/2021","750","1500","1300"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Cluster beans","Cluster Beans","07/04/2021","5000","6000","5500"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Coriander(Leaves)","Coriander","07/04/2021","750","1250","1000"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Ginger(Green)","Green Ginger","07/04/2021","1750","2750","2250"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Green Chilli","Green Chilly","07/04/2021","2250","3000","2500"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Lemon","Lemon","07/04/2021","5000","7500","6000"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Onion","Onion","07/04/2021","400","1100","850"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Potato","Desi","07/04/2021","550","1100","900"
"Gujarat","Rajkot","Rajkot(Ghee Peeth)","Tomato","Tomato","07/04/2021","600","1250","1000"
"Gujarat","Sabarkantha","Meghraj","Bengal Gram(Gram)(Whole)","Other","07/04/2021","4000","4500","4200"
"Gujarat","Sabarkantha","Meghraj","Maize","Other","07/04/2021","1400","1625","1500"
"Gujarat","Sabarkantha","Meghraj","Wheat","Other","07/04/2021","1500","1725","1600"
"Gujarat","Sabarkantha","Meghraj(Radlavada)","Wheat","Lokwan","07/04/2021","1500","1725","1625"
"Gujarat","Surat","Surat","Beetroot","Other","07/04/2021","800","1100","950"
"Gujarat","Surat","Surat","Bhindi(Ladies Finger)","Other","07/04/2021","2500","5250","3875"
"Gujarat","Surat","Surat","Bitter gourd","Other","07/04/2021","700","3250","1975"
"Gujarat","Surat","Surat","Brinjal","Other","07/04/2021","400","1200","800"
"Gujarat","Surat","Surat","Carrot","Other","07/04/2021","800","1600","1200"
"Gujarat","Surat","Surat","Cauliflower","Other","07/04/2021","700","2500","1600"
"Gujarat","Surat","Surat","Cowpea(Veg)","Other","07/04/2021","2750","7500","5125"
"Gujarat","Surat","Surat","Cucumbar(Kheera)","Other","07/04/2021","600","1200","900"
"Gujarat","Surat","Surat","Drumstick","Other","07/04/2021","600","1800","1200"
"Gujarat","Surat","Surat","Elephant Yam (Suran)","Other","07/04/2021","1200","1400","1300"
"Gujarat","Surat","Surat","French Beans (Frasbean)","Other","07/04/2021","3000","4500","3750"
"Gujarat","Surat","Surat","Ginger(Green)","Other","07/04/2021","1500","1800","1650"
"Gujarat","Surat","Surat","Green Chilli","Other","07/04/2021","750","4000","2375"
"Gujarat","Surat","Surat","Indian Beans (Seam)","Other","07/04/2021","3000","5000","4000"
"Gujarat","Surat","Surat","Lemon","Other","07/04/2021","5000","11000","8000"
"Gujarat","Surat","Surat","Little gourd (Kundru)","Other","07/04/2021","1500","5000","3250"
"Gujarat","Surat","Surat","Onion","Other","07/04/2021","350","1250","800"
"Gujarat","Surat","Surat","Pegeon Pea (Arhar Fali)","Other","07/04/2021","2250","5000","3625"
"Gujarat","Surat","Surat","Pointed gourd (Parval)","Other","07/04/2021","3000","4500","3750"
"Gujarat","Surat","Surat","Potato","Other","07/04/2021","650","1200","925"
"Gujarat","Surat","Surat","Pumpkin","Other","07/04/2021","500","800","650"
"Gujarat","Surat","Surat","Ridge gourd(Tori)","Other","07/04/2021","1000","3250","2125"
"Gujarat","Surat","Surat","Surat Beans (Papadi)","Other","07/04/2021","3500","7250","5375"
"Gujarat","Surat","Surat","Sweet Potato","Other","07/04/2021","1200","1600","1400"
"Gujarat","Surat","Surat","Tomato","Other","07/04/2021","400","1500","950"
"Gujarat","Surendranagar","Chotila","Bengal Gram(Gram)(Whole)","Other","07/04/2021","4250","4750","4550"
"Gujarat","Surendranagar","Chotila","Cotton","Shanker 6 (B) 30mm FIne","07/04/2021","5000","5500","5250"
"Gujarat","Surendranagar","Dasada Patadi","Castor Seed","Castor seed","07/04/2021","4695","4700","4697.5"
"Gujarat","Surendranagar","Dasada Patadi","Cummin Seed(Jeera)","Cummin Seed(Jeera)","07/04/2021","12200","13060","12630"
"Gujarat","Surendranagar","Dasada Patadi","Guar Seed(Cluster Beans Seed)","Whole","07/04/2021","3500","3575","3537.5"
"Gujarat","Surendranagar","Dasada Patadi","Isabgul (Psyllium)","Isabgul (Psyllium)","07/04/2021","8725","9000","8862.5"
"Gujarat","Surendranagar","Dasada Patadi","Mustard","Mustard","07/04/2021","4800","5055","4927.5"
"Gujarat","Surendranagar","Dasada Patadi","Suva (Dill Seed)","Suva (Dill Seed)","07/04/2021","4575","4750","4662.5"
"Gujarat","Surendranagar","Dasada Patadi","Wheat","147 Average","07/04/2021","1575","1725","1650"
"Gujarat","Vadodara(Baroda)","Bodeli","Cotton","Shanker 6 (B) 30mm FIne","07/04/2021","5675","6650","6000"
"Gujarat","Vadodara(Baroda)","Bodeli(Modasar)","Cotton","Shanker 6 (B) 30mm FIne","07/04/2021","5675","6650","6000"
"Gujarat","Vadodara(Baroda)","Padra","Bhindi(Ladies Finger)","Other","07/04/2021","3000","3250","3125"
"Gujarat","Vadodara(Baroda)","Padra","Bitter gourd","Other","07/04/2021","2000","2500","2250"
"Gujarat","Vadodara(Baroda)","Padra","Bottle gourd","Other","07/04/2021","700","1200","1000"
"Gujarat","Vadodara(Baroda)","Padra","Brinjal","Other","07/04/2021","500","700","600"
"Gujarat","Vadodara(Baroda)","Padra","Cabbage","Other","07/04/2021","400","600","500"
"Gujarat","Vadodara(Baroda)","Padra","Carrot","Other","07/04/2021","1000","1750","1400"
"Gujarat","Vadodara(Baroda)","Padra","Cauliflower","Other","07/04/2021","1750","2000","1900"
"Gujarat","Vadodara(Baroda)","Padra","Coriander(Leaves)","Other","07/04/2021","1500","2000","1750"
"Gujarat","Vadodara(Baroda)","Padra","Cowpea(Veg)","Other","07/04/2021","5000","5500","5250"
"Gujarat","Vadodara(Baroda)","Padra","Cucumbar(Kheera)","Other","07/04/2021","2000","3500","2750"
"Gujarat","Vadodara(Baroda)","Padra","Drumstick","Other","07/04/2021","500","1000","750"
"Gujarat","Vadodara(Baroda)","Padra","Elephant Yam (Suran)","Other","07/04/2021","1500","1750","1625"
"Gujarat","Vadodara(Baroda)","Padra","Ginger(Green)","Other","07/04/2021","1500","2000","1750"
"Gujarat","Vadodara(Baroda)","Padra","Green Chilli","Green Chilly","07/04/2021","800","1500","1200"
"Gujarat","Vadodara(Baroda)","Padra","Lemon","Other","07/04/2021","9000","10000","9500"
"Gujarat","Vadodara(Baroda)","Padra","Methi(Leaves)","Other","07/04/2021","2500","2750","2625"
"Gujarat","Vadodara(Baroda)","Padra","Onion","Other","07/04/2021","1000","1250","1125"
"Gujarat","Vadodara(Baroda)","Padra","Pegeon Pea (Arhar Fali)","Other","07/04/2021","3500","4500","4000"
"Gujarat","Vadodara(Baroda)","Padra","Pointed gourd (Parval)","Other","07/04/2021","5000","5500","5250"
"Gujarat","Vadodara(Baroda)","Padra","Potato","Other","07/04/2021","700","1000","850"
"Gujarat","Vadodara(Baroda)","Padra","Pumpkin","Other","07/04/2021","500","800","650"
"Gujarat","Vadodara(Baroda)","Padra","Spinach","Other","07/04/2021","800","900","850"
"Gujarat","Vadodara(Baroda)","Padra","Tomato","Other","07/04/2021","800","1500","1150"
"Haryana","Ambala","Shahzadpur","Brinjal","Round","07/04/2021","1023","1023","1023"
"Haryana","Ambala","Shahzadpur","Cabbage","Cabbage","07/04/2021","400","400","400"
"Haryana","Ambala","Shahzadpur","Carrot","Carrot","07/04/2021","1500","1500","1500"
"Haryana","Ambala","Shahzadpur","Cauliflower","Cauliflower","07/04/2021","300","700","700"
"Haryana","Ambala","Shahzadpur","Coriander(Leaves)","Coriander","07/04/2021","800","800","800"
"Haryana","Ambala","Shahzadpur","Cucumbar(Kheera)","Cucumbar","07/04/2021","600","1000","800"
"Haryana","Ambala","Shahzadpur","Ginger(Green)","Green Ginger","07/04/2021","3000","3000","3000"
"Haryana","Ambala","Shahzadpur","Green Chilli","Green Chilly","07/04/2021","2500","3000","3000"
"Haryana","Ambala","Shahzadpur","Long Melon(Kakri)","Other","07/04/2021","1500","1500","1500"
"Haryana","Ambala","Shahzadpur","Onion","Local","07/04/2021","1200","1200","1200"
"Haryana","Ambala","Shahzadpur","Peas Wet","Peas Wet","07/04/2021","5000","5000","5000"
"Haryana","Ambala","Shahzadpur","Potato","Local","07/04/2021","500","800","500"
"Haryana","Ambala","Shahzadpur","Pumpkin","Pumpkin","07/04/2021","400","600","400"
"Haryana","Ambala","Shahzadpur","Raddish","Raddish","07/04/2021","400","400","400"
"Haryana","Ambala","Shahzadpur","Spinach","Spinach","07/04/2021","600","600","600"
"Haryana","Ambala","Shahzadpur","Tomato","Local","07/04/2021","700","1200","1200"
"Haryana","Gurgaon","Gurgaon","Apple","Other","07/04/2021","9500","10000","9750"
"Haryana","Gurgaon","Gurgaon","Banana","Other","07/04/2021","2000","3000","2500"
"Haryana","Gurgaon","Gurgaon","Brinjal","Brinjal","07/04/2021","800","1000","900"
"Haryana","Gurgaon","Gurgaon","Cabbage","Other","07/04/2021","300","400","350"
"Haryana","Gurgaon","Gurgaon","Carrot","Other","07/04/2021","800","1000","900"
"Haryana","Gurgaon","Gurgaon","Cauliflower","Other","07/04/2021","800","1500","1150"
"Haryana","Gurgaon","Gurgaon","Cucumbar(Kheera)","Other","07/04/2021","400","800","600"
"Haryana","Gurgaon","Gurgaon","Grapes","Other","07/04/2021","3000","4000","3500"
"Haryana","Gurgaon","Gurgaon","Onion","Other","07/04/2021","1000","1400","1200"
"Haryana","Gurgaon","Gurgaon","Potato","Other","07/04/2021","400","700","550"
"Haryana","Gurgaon","Gurgaon","Spinach","Other","07/04/2021","500","1000","750"
"Haryana","Gurgaon","Gurgaon","Tomato","Other","07/04/2021","800","1400","1100"
"Haryana","Gurgaon","Gurgaon","Water Melon","Other","07/04/2021","1000","1500","1250"
"Haryana","Hissar","Barwala(Hisar)","Banana","Other","07/04/2021","1000","1000","1000"
"Haryana","Hissar","Barwala(Hisar)","Bottle gourd","Other","07/04/2021","800","900","900"
"Haryana","Hissar","Barwala(Hisar)","Brinjal","Other","07/04/2021","800","800","800"
"Haryana","Hissar","Barwala(Hisar)","Cabbage","Other","07/04/2021","700","700","700"
"Haryana","Hissar","Barwala(Hisar)","Capsicum","Capsicum","07/04/2021","1800","1800","1800"
"Haryana","Hissar","Barwala(Hisar)","Cauliflower","Other","07/04/2021","1000","1000","1000"
"Haryana","Hissar","Barwala(Hisar)","Cucumbar(Kheera)","Other","07/04/2021","700","700","700"
"Haryana","Hissar","Barwala(Hisar)","Grapes","Other","07/04/2021","4200","4200","4200"
"Haryana","Hissar","Barwala(Hisar)","Lemon","Other","07/04/2021","6000","6000","6000"
"Haryana","Hissar","Barwala(Hisar)","Mango","Other","07/04/2021","5000","5000","5000"
"Haryana","Hissar","Barwala(Hisar)","Onion","Other","07/04/2021","1200","1200","1200"
"Haryana","Hissar","Barwala(Hisar)","Potato","Other","07/04/2021","800","800","800"
"Haryana","Hissar","Barwala(Hisar)","Tomato","Other","07/04/2021","1500","1600","1600"
"Haryana","Hissar","Barwala(Hisar)","Water Melon","Other","07/04/2021","1000","1000","1000"
"Haryana","Kaithal","Dhand","Apple","Other","07/04/2021","9000","9000","9000"
"Haryana","Kaithal","Dhand","Banana","Other","07/04/2021","1800","2600","2400"
"Haryana","Kaithal","Dhand","Onion","Other","07/04/2021","1200","1400","1300"
"Haryana","Kaithal","Dhand","Potato","Other","07/04/2021","600","800","700"
"Haryana","Kurukshetra","Pehowa","Banana","Other","07/04/2021","1500","1600","1600"
"Haryana","Kurukshetra","Pehowa","Bottle gourd","Other","07/04/2021","1500","1600","1600"
"Haryana","Kurukshetra","Pehowa","Green Chilli","Other","07/04/2021","1500","1600","1600"
"Haryana","Kurukshetra","Pehowa","Onion","Other","07/04/2021","1500","1600","1600"
"Haryana","Kurukshetra","Pehowa","Potato","Other","07/04/2021","100","100","100"
"Haryana","Kurukshetra","Shahabad","Apple","Apple","07/04/2021","6660","8000","7000"
"Haryana","Kurukshetra","Shahabad","Banana","Banana - Ripe","07/04/2021","2100","2500","2200"
"Haryana","Kurukshetra","Shahabad","Bhindi(Ladies Finger)","Bhindi","07/04/2021","6000","6000","6000"
"Haryana","Kurukshetra","Shahabad","Bitter gourd","Bitter Gourd","07/04/2021","2500","3000","2700"
"Haryana","Kurukshetra","Shahabad","Bottle gourd","Bottle Gourd","07/04/2021","700","800","700"
"Haryana","Kurukshetra","Shahabad","Brinjal","Brinjal","07/04/2021","700","1000","800"
"Haryana","Kurukshetra","Shahabad","Cabbage","Cabbage","07/04/2021","250","300","300"
"Haryana","Kurukshetra","Shahabad","Capsicum","Capsicum","07/04/2021","1800","2000","1900"
"Haryana","Kurukshetra","Shahabad","Carrot","Carrot","07/04/2021","1500","1700","1600"
"Haryana","Kurukshetra","Shahabad","Cauliflower","Cauliflower","07/04/2021","250","900","500"
"Haryana","Kurukshetra","Shahabad","Chikoos(Sapota)","Sapota","07/04/2021","2800","3000","3000"
"Haryana","Kurukshetra","Shahabad","Cluster beans","Cluster Beans","07/04/2021","2500","2500","2500"
"Haryana","Kurukshetra","Shahabad","Cucumbar(Kheera)","Cucumbar","07/04/2021","500","800","700"
"Haryana","Kurukshetra","Shahabad","Garlic","Garlic","07/04/2021","2200","2850","2500"
"Haryana","Kurukshetra","Shahabad","Ginger(Dry)","Vegitable-fresh","07/04/2021","2600","2700","2600"
"Haryana","Kurukshetra","Shahabad","Grapes","Green","07/04/2021","4000","6000","5000"
"Haryana","Kurukshetra","Shahabad","Green Chilli","Green Chilly","07/04/2021","2500","3000","2700"
"Haryana","Kurukshetra","Shahabad","Guava","Guava","07/04/2021","4500","6550","4500"
"Haryana","Kurukshetra","Shahabad","Karbuja(Musk Melon)","Karbhuja","07/04/2021","2500","3000","3000"
"Haryana","Kurukshetra","Shahabad","Kinnow","Kinnow","07/04/2021","3000","3500","3200"
"Haryana","Kurukshetra","Shahabad","Lemon","Other","07/04/2021","6000","6000","6000"
"Haryana","Kurukshetra","Shahabad","Mango","Dusheri","07/04/2021","5000","6000","6000"
"Haryana","Kurukshetra","Shahabad","Mousambi(Sweet Lime)","Mousambi","07/04/2021","4000","5700","5500"
"Haryana","Kurukshetra","Shahabad","Onion","Onion","07/04/2021","800","1200","1000"
"Haryana","Kurukshetra","Shahabad","Papaya","Papaya","07/04/2021","3500","3500","3500"
"Haryana","Kurukshetra","Shahabad","Peas Wet","Peas Wet","07/04/2021","3500","4000","3700"
"Haryana","Kurukshetra","Shahabad","Pomegranate","Pomogranate","07/04/2021","7000","8900","8000"
"Haryana","Kurukshetra","Shahabad","Potato","Potato","07/04/2021","260","600","400"
"Haryana","Kurukshetra","Shahabad","Pumpkin","Pumpkin","07/04/2021","500","600","600"
"Haryana","Kurukshetra","Shahabad","Raddish","Raddish","07/04/2021","300","500","400"
"Haryana","Kurukshetra","Shahabad","Spinach","Spinach","07/04/2021","400","700","700"
"Haryana","Kurukshetra","Shahabad","Tomato","Tomato","07/04/2021","500","1200","800"
"Haryana","Kurukshetra","Shahabad","Water Melon","Water Melon","07/04/2021","1200","1500","1400"
"Haryana","Panchkula","Barwala","Bottle gourd","Other","07/04/2021","700","1000","850"
"Haryana","Panchkula","Barwala","Brinjal","Other","07/04/2021","800","800","800"
"Haryana","Panchkula","Barwala","Cauliflower","Other","07/04/2021","500","600","550"
"Haryana","Panchkula","Barwala","Onion","Onion","07/04/2021","1500","1600","1550"
"Haryana","Panchkula","Barwala","Potato","Other","07/04/2021","600","700","650"
"Haryana","Panchkula","Barwala","Tomato","Other","07/04/2021","1000","1000","1000"
"Haryana","Sirsa","kalanwali","Banana","Other","07/04/2021","1300","2000","1400"
"Haryana","Sonipat","Gohana","Brinjal","Other","07/04/2021","700","900","700"
"Haryana","Sonipat","Gohana","Carrot","Other","07/04/2021","800","800","800"
"Haryana","Sonipat","Gohana","Cucumbar(Kheera)","Other","07/04/2021","600","800","600"
"Haryana","Sonipat","Gohana","Grapes","Other","07/04/2021","4000","4500","4000"
"Haryana","Sonipat","Gohana","Green Chilli","Other","07/04/2021","2500","3000","2500"
"Haryana","Sonipat","Gohana","Lemon","Other","07/04/2021","3000","3500","3000"
"Haryana","Sonipat","Gohana","Onion","Other","07/04/2021","900","1000","900"
"Haryana","Sonipat","Gohana","Potato","Other","07/04/2021","600","700","600"
"Haryana","Sonipat","Gohana","Tomato","Tomato","07/04/2021","700","800","700"
"Haryana","Sonipat","Gohana","Water Melon","Other","07/04/2021","900","1000","900"
"Haryana","Yamuna Nagar","Sadhaura","Bitter gourd","Bitter Gourd","07/04/2021","2500","3300","3000"
"Haryana","Yamuna Nagar","Sadhaura","Bottle gourd","Bottle Gourd","07/04/2021","600","1100","800"
"Haryana","Yamuna Nagar","Sadhaura","Brinjal","Other","07/04/2021","1200","1200","1200"
"Haryana","Yamuna Nagar","Sadhaura","Cabbage","Cabbage","07/04/2021","300","300","300"
"Haryana","Yamuna Nagar","Sadhaura","Capsicum","Capsicum","07/04/2021","2000","2400","2200"
"Haryana","Yamuna Nagar","Sadhaura","Cauliflower","Cauliflower","07/04/2021","800","1000","900"
"Haryana","Yamuna Nagar","Sadhaura","Cucumbar(Kheera)","Cucumbar","07/04/2021","800","1100","900"
"Haryana","Yamuna Nagar","Sadhaura","Ginger(Green)","Green Ginger","07/04/2021","3000","3500","3250"
"Haryana","Yamuna Nagar","Sadhaura","Green Chilli","Green Chilly","07/04/2021","2500","3000","2850"
"Haryana","Yamuna Nagar","Sadhaura","Onion","Onion","07/04/2021","1000","1300","1100"
"Haryana","Yamuna Nagar","Sadhaura","Peas Wet","Peas Wet","07/04/2021","4000","4000","4000"
"Haryana","Yamuna Nagar","Sadhaura","Potato","Potato","07/04/2021","600","600","600"
"Haryana","Yamuna Nagar","Sadhaura","Tomato","Tomato","07/04/2021","800","1700","1300"
"Himachal Pradesh","Kangra","Kangra","Apple","Other","07/04/2021","14000","15000","14500"
"Himachal Pradesh","Kangra","Kangra","Banana","Other","07/04/2021","3000","3500","3250"
